input_element,input_weakness,option_1,option_2,option_3,option_4,option_5,ideal_choice
Fire,Water,Metal,Metal,Darkness,Lightning,Lightning,Water
Fighting,Grass,Lightning,Psychic,Darkness,Grass,Darkness,Grass
Water,Lightning,Colorless,Lightning,Darkness,Grass,Water,Lightning
Grass,Fire,Fire,Lightning,Darkness,Darkness,Lightning,Fire
Colorless,Fighting,Grass,Grass,Lightning,Lightning,Lightning,Fighting
Water,Lightning,Psychic,Lightning,Colorless,Lightning,Darkness,Lightning
Darkness,Fighting,Fighting,Lightning,Metal,Fire,Psychic,Fighting
Colorless,Fighting,Darkness,Fire,Darkness,Darkness,Grass,Fighting
Water,Lightning,Darkness,Water,Fighting,Psychic,Lightning,Lightning
Colorless,Fighting,Water,Water,Lightning,Colorless,Lightning,Fighting
Colorless,Fighting,Fire,Fire,Water,Fire,Colorless,Fighting
Colorless,Fighting,Psychic,Fighting,Psychic,Metal,Colorless,Fighting
Darkness,Fighting,Fire,Colorless,Darkness,Fighting,Fire,Fighting
Water,Lightning,Grass,Lightning,Metal,Darkness,Grass,Lightning
Colorless,Fighting,Lightning,Water,Fire,Grass,Water,Fighting
Grass,Fire,Metal,Metal,Darkness,Lightning,Grass,Fire
Lightning,Fighting,Grass,Grass,Lightning,Darkness,Water,Fighting
Lightning,Fighting,Fire,Water,Lightning,Psychic,Fire,Fighting
Psychic,Darkness,Grass,Fire,Fire,Darkness,Lightning,Darkness
Grass,Fire,Metal,Colorless,Darkness,Fighting,Colorless,Fire
Water,Lightning,Fire,Psychic,Metal,Psychic,Metal,Lightning
Lightning,Lightning,Grass,Fire,Water,Metal,Psychic,Lightning
Grass,Fire,Lightning,Psychic,Colorless,Fighting,Lightning,Fire
Water,Lightning,Darkness,Colorless,Fire,Grass,Grass,Lightning
Lightning,Fighting,Metal,Water,Psychic,Lightning,Fighting,Fighting
Colorless,Fighting,Fighting,Lightning,Fighting,Lightning,Fire,Fighting
Fighting,Grass,Metal,Darkness,Darkness,Metal,Colorless,Grass
Fire,Water,Lightning,Water,Water,Fighting,Psychic,Water
Grass,Fire,Darkness,Lightning,Lightning,Water,Water,Fire
Psychic,Darkness,Colorless,Water,Metal,Psychic,Grass,Darkness
Darkness,Fighting,Darkness,Fighting,Psychic,Fire,Fighting,Fighting
Lightning,Fighting,Colorless,Lightning,Fire,Grass,Fighting,Fighting
Colorless,Fighting,Fire,Darkness,Metal,Lightning,Darkness,Fighting
Water,Lightning,Grass,Metal,Colorless,Fire,Lightning,Lightning
Fire,Lightning,Colorless,Lightning,Lightning,Darkness,Grass,Lightning
Water,Lightning,Fire,Fire,Grass,Darkness,Grass,Lightning
Fire,Water,Metal,Water,Psychic,Lightning,Darkness,Water
Fire,Lightning,Water,Psychic,Grass,Water,Fire,Lightning
Colorless,Fighting,Fighting,Water,Psychic,Lightning,Lightning,Fighting
Fighting,Grass,Psychic,Lightning,Grass,Metal,Fighting,Grass
Colorless,Fighting,Psychic,Water,Fighting,Darkness,Lightning,Fighting
Grass,Fire,Psychic,Lightning,Colorless,Lightning,Darkness,Fire
Psychic,Darkness,Darkness,Colorless,Psychic,Fire,Metal,Darkness
Lightning,Fighting,Metal,Fighting,Darkness,Lightning,Lightning,Fighting
Water,Lightning,Fire,Fighting,Water,Fighting,Fire,Lightning
Grass,Fire,Psychic,Fighting,Darkness,Colorless,Metal,Fire
Colorless,Fighting,Darkness,Metal,Grass,Water,Fighting,Fighting
Metal,Fire,Fighting,Metal,Colorless,Lightning,Metal,Fire
Colorless,Fighting,Metal,Psychic,Fire,Grass,Fire,Fighting
Fighting,Psychic,Colorless,Water,Darkness,Darkness,Grass,Psychic
Grass,Fire,Fire,Water,Water,Water,Fighting,Fire
Fighting,Grass,Darkness,Metal,Grass,Psychic,Metal,Grass
Fighting,Grass,Grass,Fire,Metal,Fighting,Metal,Grass
Grass,Fire,Water,Water,Lightning,Fire,Lightning,Fire
Fire,Water,Metal,Fighting,Colorless,Grass,Metal,Water
Fire,Lightning,Psychic,Grass,Water,Lightning,Colorless,Lightning
Fighting,Grass,Darkness,Metal,Psychic,Fighting,Fighting,Grass
Psychic,Metal,Water,Darkness,Lightning,Colorless,Darkness,Metal
Fire,Lightning,Darkness,Grass,Lightning,Water,Lightning,Lightning
Grass,Fire,Darkness,Fighting,Water,Water,Fire,Fire
Colorless,Fighting,Darkness,Water,Colorless,Metal,Fighting,Fighting
Colorless,Fighting,Fire,Fighting,Water,Metal,Metal,Fighting
Water,Lightning,Psychic,Metal,Fire,Grass,Metal,Lightning
Fighting,Psychic,Metal,Lightning,Water,Psychic,Metal,Psychic
Grass,Fire,Fire,Lightning,Lightning,Psychic,Metal,Fire
Fire,Water,Metal,Lightning,Fire,Lightning,Water,Water
Fighting,Grass,Metal,Colorless,Colorless,Psychic,Metal,Grass
Darkness,Fighting,Colorless,Grass,Fire,Grass,Grass,Fighting
Fighting,Psychic,Water,Metal,Metal,Psychic,Fire,Psychic
Grass,Fire,Lightning,Water,Fire,Lightning,Fire,Fire
Lightning,Fighting,Lightning,Colorless,Lightning,Darkness,Darkness,Fighting
Grass,Fire,Colorless,Psychic,Fire,Water,Lightning,Fire
Psychic,Darkness,Grass,Metal,Metal,Water,Darkness,Darkness
Grass,Fire,Water,Psychic,Grass,Darkness,Psychic,Fire
Fire,Water,Colorless,Grass,Darkness,Water,Lightning,Water
Lightning,Lightning,Grass,Psychic,Metal,Colorless,Fire,Lightning
Water,Lightning,Metal,Psychic,Grass,Metal,Water,Lightning
Lightning,Fighting,Colorless,Fire,Fire,Metal,Darkness,Fighting
Lightning,Fighting,Fighting,Metal,Lightning,Lightning,Psychic,Fighting
Colorless,Lightning,Fire,Darkness,Darkness,Grass,Grass,Lightning
Fire,Water,Darkness,Darkness,Metal,Grass,Colorless,Water
Psychic,Metal,Grass,Psychic,Metal,Colorless,Water,Metal
Colorless,Lightning,Metal,Water,Darkness,Fighting,Grass,Lightning
Psychic,Darkness,Colorless,Fighting,Lightning,Metal,Metal,Darkness
Fire,Water,Grass,Lightning,Metal,Fighting,Water,Water
Colorless,Fighting,Lightning,Colorless,Psychic,Grass,Lightning,Fighting
Psychic,Metal,Metal,Darkness,Fighting,Colorless,Lightning,Metal
Colorless,Fighting,Fire,Lightning,Metal,Metal,Psychic,Fighting
Grass,Fire,Metal,Lightning,Water,Water,Metal,Fire
Lightning,Fighting,Water,Grass,Lightning,Fire,Darkness,Fighting
Colorless,Fighting,Water,Darkness,Metal,Fighting,Psychic,Fighting
Lightning,Fighting,Darkness,Grass,Metal,Fighting,Colorless,Fighting
Water,Lightning,Fire,Fire,Lightning,Colorless,Psychic,Lightning
Grass,Fire,Fire,Colorless,Fighting,Fighting,Water,Fire
Psychic,Metal,Darkness,Fighting,Fighting,Metal,Grass,Metal
Grass,Fire,Lightning,Fighting,Fighting,Grass,Grass,Fire
Fighting,Grass,Grass,Fire,Fighting,Grass,Darkness,Grass
Psychic,Darkness,Fighting,Darkness,Metal,Fire,Darkness,Darkness
Colorless,Fighting,Colorless,Fire,Metal,Darkness,Water,Fighting
Colorless,Fighting,Grass,Grass,Water,Grass,Darkness,Fighting
Grass,Fire,Fighting,Fighting,Darkness,Fire,Fire,Fire
Psychic,Darkness,Metal,Psychic,Water,Fire,Darkness,Darkness
Colorless,Fighting,Colorless,Colorless,Psychic,Metal,Water,Fighting
Colorless,Fighting,Metal,Psychic,Colorless,Fighting,Darkness,Fighting
Grass,Fire,Fighting,Colorless,Fighting,Darkness,Colorless,Fire
Colorless,Fighting,Darkness,Fighting,Darkness,Darkness,Grass,Fighting
Metal,Fire,Colorless,Lightning,Water,Darkness,Water,Fire
Grass,Fire,Metal,Darkness,Metal,Darkness,Lightning,Fire
Lightning,Fighting,Grass,Psychic,Fighting,Fire,Darkness,Fighting
Grass,Fire,Darkness,Grass,Colorless,Fire,Psychic,Fire
Colorless,Fighting,Fighting,Lightning,Metal,Colorless,Fire,Fighting
Darkness,Fighting,Fighting,Metal,Darkness,Colorless,Water,Fighting
Fire,Water,Grass,Fighting,Water,Colorless,Darkness,Water
Water,Lightning,Fire,Fighting,Grass,Grass,Psychic,Lightning
Fighting,Grass,Fighting,Water,Grass,Metal,Fire,Grass
Colorless,Fighting,Fire,Darkness,Lightning,Colorless,Lightning,Fighting
Colorless,Fighting,Metal,Lightning,Fire,Fire,Water,Fighting
Darkness,Fighting,Colorless,Darkness,Darkness,Fire,Lightning,Fighting
Grass,Fire,Fighting,Metal,Fighting,Metal,Fighting,Fire
Colorless,Fighting,Darkness,Metal,Water,Water,Darkness,Fighting
Psychic,Darkness,Fire,Lightning,Metal,Psychic,Psychic,Darkness
Water,Lightning,Metal,Metal,Fire,Psychic,Metal,Lightning
Water,Metal,Darkness,Lightning,Grass,Metal,Colorless,Metal
Colorless,Fighting,Psychic,Grass,Lightning,Metal,Grass,Fighting
Colorless,Fighting,Lightning,Metal,Fighting,Fighting,Fire,Fighting
Fighting,Psychic,Lightning,Grass,Water,Metal,Psychic,Psychic
Colorless,Fighting,Darkness,Metal,Lightning,Lightning,Fire,Fighting
Psychic,Darkness,Fire,Darkness,Fire,Psychic,Fire,Darkness
Colorless,Fighting,Darkness,Water,Metal,Grass,Lightning,Fighting
Colorless,Fighting,Grass,Metal,Water,Darkness,Lightning,Fighting
Psychic,Darkness,Fighting,Lightning,Grass,Metal,Fire,Darkness
Lightning,Fighting,Metal,Lightning,Fighting,Water,Psychic,Fighting
Psychic,Darkness,Fire,Metal,Fire,Darkness,Fighting,Darkness
Colorless,Fighting,Water,Water,Grass,Colorless,Colorless,Fighting
Lightning,Lightning,Fighting,Water,Psychic,Fighting,Psychic,Lightning
Colorless,Fighting,Water,Water,Darkness,Fire,Fire,Fighting
Water,Lightning,Fire,Psychic,Darkness,Grass,Colorless,Lightning
Grass,Fire,Grass,Water,Grass,Colorless,Lightning,Fire
Fire,Water,Water,Fire,Darkness,Lightning,Water,Water
Fighting,Grass,Psychic,Grass,Fire,Grass,Grass,Grass
Colorless,Lightning,Darkness,Metal,Fire,Metal,Psychic,Lightning
Colorless,Lightning,Water,Lightning,Grass,Fighting,Psychic,Lightning
Water,Metal,Darkness,Darkness,Fighting,Fighting,Metal,Metal
Colorless,Fighting,Lightning,Colorless,Psychic,Lightning,Water,Fighting
Grass,Fire,Colorless,Darkness,Darkness,Metal,Lightning,Fire
Fire,Lightning,Grass,Darkness,Fire,Fighting,Psychic,Lightning
Colorless,Fighting,Grass,Fighting,Colorless,Lightning,Metal,Fighting
Fire,Lightning,Grass,Grass,Darkness,Psychic,Fighting,Lightning
Grass,Fire,Metal,Colorless,Fighting,Fighting,Psychic,Fire
Water,Lightning,Water,Water,Colorless,Water,Fire,Lightning
Colorless,Fighting,Metal,Darkness,Fighting,Metal,Colorless,Fighting
Colorless,Fighting,Colorless,Lightning,Darkness,Colorless,Psychic,Fighting
Colorless,Fighting,Psychic,Water,Lightning,Fighting,Fire,Fighting
Darkness,Fighting,Colorless,Darkness,Grass,Lightning,Lightning,Fighting
Colorless,Fighting,Lightning,Metal,Water,Fire,Lightning,Fighting
Water,Lightning,Psychic,Psychic,Colorless,Darkness,Water,Lightning
Fighting,Grass,Metal,Lightning,Fire,Colorless,Water,Grass
Grass,Fire,Metal,Water,Fighting,Water,Fighting,Fire
Grass,Fire,Psychic,Water,Darkness,Lightning,Psychic,Fire
Colorless,Fighting,Lightning,Fire,Water,Lightning,Lightning,Fighting
Colorless,Fighting,Water,Fighting,Water,Darkness,Grass,Fighting
Metal,Fire,Water,Water,Darkness,Metal,Grass,Fire
Grass,Fire,Water,Grass,Fire,Lightning,Psychic,Fire
Psychic,Darkness,Metal,Colorless,Grass,Psychic,Psychic,Darkness
Lightning,Lightning,Colorless,Lightning,Water,Psychic,Metal,Lightning
Water,Lightning,Psychic,Psychic,Grass,Grass,Colorless,Lightning
Lightning,Fighting,Colorless,Colorless,Darkness,Grass,Grass,Fighting
Colorless,Fighting,Psychic,Darkness,Fighting,Fighting,Colorless,Fighting
Lightning,Fighting,Psychic,Water,Fighting,Fighting,Darkness,Fighting
Fire,Lightning,Fighting,Water,Colorless,Psychic,Colorless,Lightning
Colorless,Fighting,Grass,Lightning,Darkness,Fire,Water,Fighting
Water,Lightning,Grass,Lightning,Colorless,Fire,Lightning,Lightning
Psychic,Darkness,Darkness,Psychic,Metal,Colorless,Metal,Darkness
Psychic,Darkness,Lightning,Lightning,Darkness,Water,Colorless,Darkness
Colorless,Fighting,Metal,Metal,Water,Grass,Psychic,Fighting
Grass,Fire,Fighting,Lightning,Colorless,Metal,Colorless,Fire
Water,Lightning,Grass,Colorless,Metal,Lightning,Psychic,Lightning
Grass,Fire,Water,Grass,Psychic,Colorless,Metal,Fire
Colorless,Fighting,Fighting,Lightning,Fire,Colorless,Fire,Fighting
Water,Lightning,Fire,Grass,Fighting,Water,Grass,Lightning
Lightning,Fighting,Lightning,Fire,Psychic,Fighting,Grass,Fighting
Fighting,Grass,Psychic,Metal,Fire,Darkness,Darkness,Grass
Fighting,Grass,Psychic,Lightning,Colorless,Metal,Metal,Grass
Psychic,Darkness,Water,Psychic,Fire,Fighting,Colorless,Darkness
Water,Lightning,Water,Colorless,Metal,Colorless,Darkness,Lightning
Psychic,Darkness,Lightning,Metal,Psychic,Fighting,Colorless,Darkness
Grass,Fire,Colorless,Water,Metal,Fire,Fighting,Fire
Colorless,Lightning,Psychic,Psychic,Water,Lightning,Water,Lightning
Lightning,Lightning,Water,Darkness,Fighting,Darkness,Lightning,Lightning
Lightning,Fighting,Water,Lightning,Metal,Lightning,Grass,Fighting
Grass,Fire,Colorless,Fire,Psychic,Lightning,Psychic,Fire
Fire,Water,Psychic,Darkness,Grass,Metal,Darkness,Water
Lightning,Fighting,Grass,Fighting,Water,Colorless,Colorless,Fighting
Metal,Fire,Fighting,Psychic,Colorless,Lightning,Water,Fire
Water,Lightning,Fire,Water,Fighting,Water,Metal,Lightning
Grass,Fire,Colorless,Metal,Fire,Fire,Metal,Fire
Fighting,Grass,Fire,Psychic,Darkness,Fighting,Water,Grass
Fire,Lightning,Water,Grass,Grass,Water,Fighting,Lightning
Colorless,Fighting,Water,Fighting,Fire,Colorless,Metal,Fighting
Water,Lightning,Water,Lightning,Metal,Grass,Water,Lightning
Metal,Fire,Psychic,Psychic,Water,Lightning,Grass,Fire
Fire,Water,Psychic,Metal,Grass,Fire,Darkness,Water
Psychic,Darkness,Metal,Colorless,Fighting,Water,Grass,Darkness
Colorless,Fighting,Metal,Darkness,Colorless,Metal,Fighting,Fighting
Lightning,Fighting,Psychic,Colorless,Water,Colorless,Psychic,Fighting
Lightning,Lightning,Psychic,Darkness,Metal,Colorless,Fighting,Lightning
Psychic,Darkness,Metal,Fighting,Psychic,Fire,Psychic,Darkness
Fighting,Psychic,Fire,Darkness,Fighting,Water,Darkness,Psychic
Water,Lightning,Fire,Water,Fighting,Fire,Colorless,Lightning
Lightning,Fighting,Metal,Fighting,Fire,Metal,Grass,Fighting
Lightning,Fighting,Darkness,Psychic,Grass,Metal,Psychic,Fighting
Grass,Fire,Lightning,Water,Fire,Fire,Grass,Fire
Fighting,Grass,Metal,Fire,Darkness,Colorless,Colorless,Grass
Fire,Lightning,Colorless,Lightning,Grass,Fighting,Water,Lightning
Psychic,Darkness,Fire,Psychic,Metal,Darkness,Metal,Darkness
Fire,Lightning,Grass,Darkness,Grass,Metal,Psychic,Lightning
Psychic,Darkness,Water,Grass,Colorless,Colorless,Colorless,Darkness
Colorless,Fighting,Lightning,Water,Darkness,Water,Water,Fighting
Grass,Fire,Psychic,Psychic,Grass,Fighting,Metal,Fire
Darkness,Fighting,Grass,Metal,Metal,Darkness,Fighting,Fighting
Colorless,Fighting,Metal,Metal,Fire,Fighting,Fighting,Fighting
Fighting,Psychic,Psychic,Colorless,Water,Water,Lightning,Psychic
Water,Lightning,Lightning,Metal,Psychic,Fire,Metal,Lightning
Grass,Fire,Fire,Fighting,Fire,Water,Fire,Fire
Darkness,Fighting,Darkness,Lightning,Psychic,Darkness,Grass,Fighting
Psychic,Darkness,Grass,Psychic,Fire,Metal,Water,Darkness
Fire,Lightning,Fire,Psychic,Colorless,Fire,Fire,Lightning
Fire,Lightning,Lightning,Colorless,Grass,Grass,Lightning,Lightning
Water,Lightning,Metal,Darkness,Colorless,Metal,Grass,Lightning
Colorless,Fighting,Colorless,Grass,Lightning,Metal,Psychic,Fighting
Psychic,Darkness,Darkness,Fighting,Fire,Metal,Fighting,Darkness
Grass,Fire,Lightning,Fire,Metal,Fire,Darkness,Fire
Fighting,Grass,Psychic,Darkness,Colorless,Metal,Metal,Grass
Water,Lightning,Water,Lightning,Grass,Fire,Darkness,Lightning
Water,Lightning,Fire,Lightning,Fighting,Lightning,Metal,Lightning
Psychic,Darkness,Darkness,Metal,Fire,Water,Grass,Darkness
Fire,Water,Fire,Lightning,Grass,Fighting,Darkness,Water
Lightning,Fighting,Lightning,Fighting,Metal,Metal,Fighting,Fighting
Fighting,Psychic,Metal,Fire,Darkness,Grass,Fire,Psychic
Fire,Water,Psychic,Colorless,Metal,Fighting,Grass,Water
Psychic,Darkness,Fighting,Lightning,Fighting,Darkness,Grass,Darkness
Water,Lightning,Metal,Fire,Lightning,Metal,Water,Lightning
Colorless,Fighting,Colorless,Psychic,Lightning,Psychic,Lightning,Fighting
Colorless,Fighting,Water,Grass,Grass,Metal,Fire,Fighting
Metal,Fire,Psychic,Fighting,Fire,Water,Fighting,Fire
Psychic,Darkness,Fighting,Water,Metal,Darkness,Fighting,Darkness
Fighting,Psychic,Grass,Grass,Darkness,Water,Water,Psychic
Psychic,Darkness,Psychic,Fighting,Darkness,Water,Grass,Darkness
Water,Lightning,Metal,Lightning,Fire,Lightning,Darkness,Lightning
Grass,Fire,Fighting,Fighting,Darkness,Water,Colorless,Fire
Water,Lightning,Fire,Metal,Colorless,Colorless,Darkness,Lightning
Colorless,Fighting,Fighting,Water,Darkness,Lightning,Darkness,Fighting
Lightning,Fighting,Fighting,Fire,Colorless,Psychic,Darkness,Fighting
Colorless,Fighting,Colorless,Fighting,Colorless,Psychic,Fire,Fighting
Fighting,Grass,Water,Grass,Metal,Lightning,Psychic,Grass
Grass,Fire,Psychic,Lightning,Darkness,Colorless,Grass,Fire
Grass,Fire,Grass,Grass,Colorless,Metal,Darkness,Fire
Fighting,Psychic,Fighting,Fighting,Lightning,Psychic,Psychic,Psychic
Fighting,Psychic,Grass,Fighting,Fire,Water,Darkness,Psychic
Psychic,Darkness,Colorless,Grass,Lightning,Water,Darkness,Darkness
Metal,Fire,Psychic,Fire,Grass,Grass,Metal,Fire
Colorless,Fighting,Fighting,Grass,Metal,Psychic,Fire,Fighting
Water,Lightning,Psychic,Metal,Fighting,Grass,Metal,Lightning
Lightning,Fighting,Grass,Water,Water,Psychic,Fighting,Fighting
Water,Lightning,Metal,Colorless,Water,Darkness,Metal,Lightning
Water,Lightning,Fighting,Metal,Fire,Grass,Water,Lightning
Metal,Fire,Water,Grass,Colorless,Colorless,Water,Fire
Lightning,Lightning,Lightning,Fire,Fire,Water,Metal,Lightning
Fire,Water,Grass,Darkness,Metal,Fighting,Metal,Water
Colorless,Lightning,Metal,Fire,Colorless,Lightning,Lightning,Lightning
Fire,Water,Metal,Fire,Metal,Fire,Colorless,Water
Water,Lightning,Fighting,Grass,Grass,Darkness,Fire,Lightning
Water,Lightning,Metal,Fighting,Psychic,Lightning,Grass,Lightning
Colorless,Fighting,Grass,Fighting,Water,Lightning,Water,Fighting
Grass,Fire,Psychic,Colorless,Psychic,Fighting,Metal,Fire
Colorless,Lightning,Fire,Grass,Psychic,Grass,Fire,Lightning
Colorless,Fighting,Fire,Psychic,Colorless,Fighting,Grass,Fighting
Fighting,Grass,Darkness,Lightning,Metal,Darkness,Colorless,Grass
Darkness,Fighting,Fire,Colorless,Lightning,Water,Water,Fighting
Fighting,Psychic,Lightning,Grass,Lightning,Water,Lightning,Psychic
Colorless,Fighting,Grass,Grass,Fire,Metal,Grass,Fighting
Lightning,Fighting,Psychic,Darkness,Psychic,Psychic,Water,Fighting
Darkness,Fighting,Lightning,Grass,Fighting,Fighting,Grass,Fighting
Fighting,Psychic,Fire,Water,Grass,Water,Fighting,Psychic
Fighting,Psychic,Grass,Psychic,Water,Fire,Darkness,Psychic
Colorless,Fighting,Water,Metal,Metal,Grass,Colorless,Fighting
Colorless,Fighting,Colorless,Grass,Darkness,Fighting,Psychic,Fighting
Water,Lightning,Lightning,Fighting,Water,Psychic,Psychic,Lightning
Fighting,Grass,Darkness,Darkness,Water,Fighting,Fire,Grass
Water,Lightning,Fire,Lightning,Lightning,Grass,Fighting,Lightning
Fighting,Psychic,Grass,Darkness,Colorless,Darkness,Grass,Psychic
Water,Lightning,Psychic,Water,Psychic,Colorless,Darkness,Lightning
Psychic,Darkness,Fire,Metal,Water,Colorless,Grass,Darkness
Fighting,Grass,Metal,Metal,Psychic,Fighting,Lightning,Grass
Lightning,Fighting,Darkness,Colorless,Fire,Grass,Fighting,Fighting
Darkness,Fighting,Colorless,Metal,Psychic,Fighting,Fighting,Fighting
Fire,Water,Fighting,Colorless,Fire,Grass,Psychic,Water
Grass,Fire,Water,Fighting,Darkness,Lightning,Metal,Fire
Water,Lightning,Darkness,Water,Psychic,Fire,Psychic,Lightning
Grass,Fire,Fighting,Water,Grass,Darkness,Lightning,Fire
Fire,Water,Water,Colorless,Psychic,Psychic,Darkness,Water
Psychic,Darkness,Metal,Fighting,Psychic,Fire,Fire,Darkness
Darkness,Fighting,Lightning,Psychic,Darkness,Fighting,Psychic,Fighting
Water,Lightning,Water,Fire,Fighting,Colorless,Fighting,Lightning
Colorless,Fighting,Lightning,Metal,Water,Colorless,Water,Fighting
Water,Lightning,Fire,Lightning,Colorless,Metal,Fire,Lightning
Fighting,Grass,Colorless,Fighting,Fighting,Lightning,Psychic,Grass
Lightning,Lightning,Grass,Fire,Grass,Colorless,Psychic,Lightning
Fighting,Grass,Darkness,Fire,Fighting,Fighting,Darkness,Grass
Colorless,Fighting,Psychic,Fire,Psychic,Lightning,Psychic,Fighting
Lightning,Fighting,Grass,Fighting,Fire,Psychic,Water,Fighting
Grass,Fire,Colorless,Darkness,Fire,Water,Psychic,Fire
Fire,Water,Fighting,Fighting,Lightning,Lightning,Fire,Water
Fire,Lightning,Darkness,Grass,Water,Lightning,Colorless,Lightning
Colorless,Fighting,Colorless,Water,Fighting,Fire,Darkness,Fighting
Fire,Lightning,Darkness,Metal,Psychic,Grass,Fighting,Lightning
Colorless,Fighting,Darkness,Lightning,Fire,Water,Water,Fighting
Water,Lightning,Water,Lightning,Fighting,Lightning,Fire,Lightning
Fighting,Psychic,Lightning,Lightning,Lightning,Darkness,Darkness,Psychic
Fighting,Grass,Psychic,Metal,Fire,Metal,Lightning,Grass
Fighting,Grass,Water,Psychic,Colorless,Darkness,Colorless,Grass
Colorless,Fighting,Fire,Fighting,Metal,Psychic,Fire,Fighting
Fighting,Psychic,Metal,Fighting,Metal,Colorless,Colorless,Psychic
Psychic,Metal,Fighting,Fire,Water,Darkness,Metal,Metal
Fighting,Psychic,Fighting,Water,Colorless,Lightning,Colorless,Psychic
Lightning,Fighting,Darkness,Colorless,Lightning,Fire,Fighting,Fighting
Fighting,Grass,Fire,Psychic,Darkness,Lightning,Fire,Grass
Colorless,Fighting,Fire,Fighting,Fighting,Water,Darkness,Fighting
Lightning,Fighting,Darkness,Water,Lightning,Fire,Lightning,Fighting
Fighting,Grass,Lightning,Metal,Water,Colorless,Fire,Grass
Grass,Fire,Fire,Grass,Fighting,Colorless,Psychic,Fire
Fire,Lightning,Fighting,Darkness,Colorless,Darkness,Lightning,Lightning
Colorless,Fighting,Darkness,Psychic,Fire,Fire,Metal,Fighting
Lightning,Lightning,Psychic,Fighting,Darkness,Lightning,Colorless,Lightning
Water,Lightning,Fire,Lightning,Colorless,Fire,Metal,Lightning
Water,Lightning,Water,Darkness,Water,Metal,Psychic,Lightning
Water,Lightning,Psychic,Lightning,Fire,Fighting,Psychic,Lightning
Grass,Fire,Psychic,Metal,Psychic,Metal,Darkness,Fire
Psychic,Metal,Grass,Grass,Colorless,Psychic,Fire,Metal
Fire,Water,Water,Grass,Grass,Water,Colorless,Water
Fire,Water,Colorless,Water,Metal,Darkness,Fire,Water
Grass,Fire,Lightning,Lightning,Psychic,Fire,Lightning,Fire
Psychic,Darkness,Lightning,Colorless,Water,Lightning,Psychic,Darkness
Colorless,Fighting,Fighting,Psychic,Metal,Lightning,Water,Fighting
Fighting,Grass,Fire,Colorless,Grass,Darkness,Psychic,Grass
Colorless,Fighting,Lightning,Colorless,Lightning,Grass,Fighting,Fighting
Fighting,Psychic,Fighting,Psychic,Metal,Fighting,Water,Psychic
Lightning,Fighting,Grass,Grass,Fire,Metal,Colorless,Fighting
Grass,Fire,Colorless,Psychic,Fire,Water,Colorless,Fire
Fire,Lightning,Water,Lightning,Fire,Darkness,Psychic,Lightning
Fighting,Psychic,Water,Psychic,Darkness,Colorless,Psychic,Psychic
Fire,Lightning,Darkness,Fire,Lightning,Darkness,Grass,Lightning
Darkness,Fighting,Metal,Darkness,Fighting,Water,Fire,Fighting
Lightning,Fighting,Psychic,Grass,Darkness,Fire,Colorless,Fighting
Lightning,Fighting,Metal,Metal,Fire,Psychic,Fire,Fighting
Fire,Water,Colorless,Colorless,Metal,Water,Grass,Water
Fighting,Grass,Fighting,Fighting,Grass,Water,Fire,Grass
Grass,Fire,Fire,Fighting,Grass,Lightning,Psychic,Fire
Water,Metal,Fighting,Lightning,Lightning,Metal,Psychic,Metal
Psychic,Darkness,Darkness,Grass,Darkness,Metal,Lightning,Darkness
Water,Lightning,Fire,Metal,Colorless,Grass,Colorless,Lightning
Fire,Water,Fire,Fighting,Grass,Water,Metal,Water
Fighting,Grass,Fighting,Darkness,Grass,Fighting,Psychic,Grass
Psychic,Darkness,Colorless,Psychic,Darkness,Colorless,Water,Darkness
Psychic,Darkness,Lightning,Metal,Psychic,Grass,Psychic,Darkness
Fire,Water,Water,Darkness,Lightning,Fighting,Fire,Water
Colorless,Lightning,Colorless,Metal,Psychic,Metal,Fire,Lightning
Water,Lightning,Colorless,Colorless,Grass,Grass,Metal,Lightning
Psychic,Darkness,Fire,Colorless,Psychic,Fire,Grass,Darkness
Psychic,Darkness,Fighting,Metal,Psychic,Lightning,Water,Darkness
Fighting,Grass,Darkness,Fighting,Darkness,Darkness,Fire,Grass
Water,Lightning,Lightning,Grass,Fighting,Fighting,Lightning,Lightning
Colorless,Lightning,Colorless,Water,Psychic,Psychic,Grass,Lightning
Colorless,Lightning,Metal,Grass,Fighting,Fighting,Grass,Lightning
Colorless,Fighting,Lightning,Lightning,Metal,Psychic,Darkness,Fighting
Colorless,Lightning,Psychic,Psychic,Lightning,Fire,Metal,Lightning
Colorless,Fighting,Psychic,Fire,Metal,Darkness,Grass,Fighting
Psychic,Darkness,Darkness,Fire,Lightning,Colorless,Psychic,Darkness
Fighting,Grass,Darkness,Psychic,Metal,Psychic,Psychic,Grass
Colorless,Fighting,Darkness,Lightning,Water,Fighting,Fire,Fighting
Darkness,Fighting,Water,Water,Metal,Metal,Water,Fighting
Water,Lightning,Psychic,Fighting,Psychic,Darkness,Fighting,Lightning
Darkness,Fighting,Colorless,Psychic,Grass,Grass,Lightning,Fighting
Colorless,Fighting,Water,Water,Lightning,Fighting,Fighting,Fighting
Colorless,Lightning,Fire,Water,Metal,Darkness,Psychic,Lightning
Water,Lightning,Grass,Fighting,Psychic,Psychic,Grass,Lightning
Fire,Water,Psychic,Water,Water,Darkness,Colorless,Water
Psychic,Darkness,Darkness,Grass,Psychic,Metal,Lightning,Darkness
Fighting,Grass,Fire,Grass,Colorless,Colorless,Metal,Grass
